c_personid	table
385099	ENTRY_DATA
385100	ENTRY_DATA
385101	ENTRY_DATA
385103	ENTRY_DATA
385104	ENTRY_DATA
385105	ENTRY_DATA
385106	ENTRY_DATA
385107	ENTRY_DATA
385108	ENTRY_DATA
385109	ENTRY_DATA
385110	ENTRY_DATA
385111	ENTRY_DATA
385112	ENTRY_DATA
385113	ENTRY_DATA
385114	ENTRY_DATA
385115	ENTRY_DATA
385116	ENTRY_DATA
385118	ENTRY_DATA
385119	ENTRY_DATA
385121	ENTRY_DATA
385122	ENTRY_DATA
385123	ENTRY_DATA
385124	ENTRY_DATA
385125	ENTRY_DATA
385126	ENTRY_DATA
385127	ENTRY_DATA
385128	ENTRY_DATA
385129	ENTRY_DATA
385130	ENTRY_DATA
385131	ENTRY_DATA
385132	ENTRY_DATA
385133	ENTRY_DATA
385134	ENTRY_DATA
385135	ENTRY_DATA
385136	ENTRY_DATA
385138	ENTRY_DATA
385139	ENTRY_DATA
385140	ENTRY_DATA
385141	ENTRY_DATA
385143	ENTRY_DATA
385144	ENTRY_DATA
385145	ENTRY_DATA
385146	ENTRY_DATA
385147	ENTRY_DATA
385148	ENTRY_DATA
385149	ENTRY_DATA
385150	ENTRY_DATA
385151	ENTRY_DATA
385152	ENTRY_DATA
385153	ENTRY_DATA
385154	ENTRY_DATA
385155	ENTRY_DATA
385156	ENTRY_DATA
385157	ENTRY_DATA
385158	ENTRY_DATA
385159	ENTRY_DATA
385160	ENTRY_DATA
385161	ENTRY_DATA
385162	ENTRY_DATA
385163	ENTRY_DATA
385164	ENTRY_DATA
385165	ENTRY_DATA
385166	ENTRY_DATA
385167	ENTRY_DATA
385168	ENTRY_DATA
385169	ENTRY_DATA
385170	ENTRY_DATA
385171	ENTRY_DATA
385172	ENTRY_DATA
385173	ENTRY_DATA
385174	ENTRY_DATA
385175	ENTRY_DATA
385176	ENTRY_DATA
385177	ENTRY_DATA
385178	ENTRY_DATA
385179	ENTRY_DATA
385180	ENTRY_DATA
385181	ENTRY_DATA
385182	ENTRY_DATA
385183	ENTRY_DATA
385184	ENTRY_DATA
385185	ENTRY_DATA
385186	ENTRY_DATA
385187	ENTRY_DATA
385188	ENTRY_DATA
385189	ENTRY_DATA
385190	ENTRY_DATA
385191	ENTRY_DATA
385192	ENTRY_DATA
385193	ENTRY_DATA
385194	ENTRY_DATA
385195	ENTRY_DATA
385196	ENTRY_DATA
385197	ENTRY_DATA
385198	ENTRY_DATA
385199	ENTRY_DATA
385200	ENTRY_DATA
385201	ENTRY_DATA
385203	ENTRY_DATA
385204	ENTRY_DATA
385205	ENTRY_DATA
385206	ENTRY_DATA
385207	ENTRY_DATA
385208	ENTRY_DATA
385209	ENTRY_DATA
385210	ENTRY_DATA
0	FIX_AUTHORS
0	KIN_DATA
45	KIN_DATA
2234	KIN_DATA
9220	KIN_DATA
21043	KIN_DATA
26575	KIN_DATA
41450	KIN_DATA
42399	KIN_DATA
55040	KIN_DATA
93765	KIN_DATA
119361	KIN_DATA
121352	KIN_DATA
121357	KIN_DATA
121399	KIN_DATA
121595	KIN_DATA
121635	KIN_DATA
121847	KIN_DATA
144800	KIN_DATA
176809	KIN_DATA
386747	KIN_DATA
45	POSTED_TO_ADDR_DATA
136063	POSTED_TO_ADDR_DATA
152424	POSTED_TO_ADDR_DATA
40385	POSTED_TO_ADDR_DATA
40422	POSTED_TO_ADDR_DATA
40453	POSTED_TO_ADDR_DATA
40542	POSTED_TO_ADDR_DATA
41350	POSTED_TO_ADDR_DATA
172525	POSTED_TO_ADDR_DATA
41941	POSTED_TO_ADDR_DATA
42399	POSTED_TO_ADDR_DATA
43103	POSTED_TO_ADDR_DATA
45351	POSTED_TO_ADDR_DATA
46029	POSTED_TO_ADDR_DATA
47189	POSTED_TO_ADDR_DATA
49005	POSTED_TO_ADDR_DATA
49368	POSTED_TO_ADDR_DATA
50920	POSTED_TO_ADDR_DATA
382334	POSTED_TO_ADDR_DATA
93765	POSTED_TO_ADDR_DATA
95221	POSTED_TO_ADDR_DATA
95542	POSTED_TO_ADDR_DATA
96137	POSTED_TO_ADDR_DATA
98026	POSTED_TO_ADDR_DATA
386978	POSTED_TO_ADDR_DATA
0	POSTED_TO_OFFICE_DATA
45	POSTED_TO_OFFICE_DATA
136063	POSTED_TO_OFFICE_DATA
136335	POSTED_TO_OFFICE_DATA
137966	POSTED_TO_OFFICE_DATA
152424	POSTED_TO_OFFICE_DATA
24646	POSTED_TO_OFFICE_DATA
31032	POSTED_TO_OFFICE_DATA
31845	POSTED_TO_OFFICE_DATA
32030	POSTED_TO_OFFICE_DATA
10000000	POSTED_TO_OFFICE_DATA
40385	POSTED_TO_OFFICE_DATA
40422	POSTED_TO_OFFICE_DATA
40453	POSTED_TO_OFFICE_DATA
40542	POSTED_TO_OFFICE_DATA
41350	POSTED_TO_OFFICE_DATA
172525	POSTED_TO_OFFICE_DATA
41941	POSTED_TO_OFFICE_DATA
42399	POSTED_TO_OFFICE_DATA
43103	POSTED_TO_OFFICE_DATA
45351	POSTED_TO_OFFICE_DATA
46029	POSTED_TO_OFFICE_DATA
47189	POSTED_TO_OFFICE_DATA
49005	POSTED_TO_OFFICE_DATA
49368	POSTED_TO_OFFICE_DATA
50920	POSTED_TO_OFFICE_DATA
382334	POSTED_TO_OFFICE_DATA
93765	POSTED_TO_OFFICE_DATA
95221	POSTED_TO_OFFICE_DATA
95542	POSTED_TO_OFFICE_DATA
96137	POSTED_TO_OFFICE_DATA
98026	POSTED_TO_OFFICE_DATA
386978	POSTED_TO_OFFICE_DATA
0	POSTING_DATA
45	POSTING_DATA
136063	POSTING_DATA
136335	POSTING_DATA
137966	POSTING_DATA
152424	POSTING_DATA
24646	POSTING_DATA
31845	POSTING_DATA
32030	POSTING_DATA
10000000	POSTING_DATA
40385	POSTING_DATA
40422	POSTING_DATA
40453	POSTING_DATA
40542	POSTING_DATA
41350	POSTING_DATA
41941	POSTING_DATA
42399	POSTING_DATA
43103	POSTING_DATA
45351	POSTING_DATA
46029	POSTING_DATA
47189	POSTING_DATA
49005	POSTING_DATA
49368	POSTING_DATA
50920	POSTING_DATA
172525	POSTING_DATA
382334	POSTING_DATA
93765	POSTING_DATA
95221	POSTING_DATA
95542	POSTING_DATA
96137	POSTING_DATA
98026	POSTING_DATA
386978	POSTING_DATA
31032	POSTING_DATA
0	STATUS_DATA
45	STATUS_DATA
20818	STATUS_DATA
21043	STATUS_DATA
26575	STATUS_DATA
29263	STATUS_DATA
33135	STATUS_DATA
39468	STATUS_DATA
42399	STATUS_DATA
45391	STATUS_DATA
49975	STATUS_DATA
55724	STATUS_DATA
92019	STATUS_DATA
93765	STATUS_DATA
95149	STATUS_DATA
386978	STATUS_DATA
0	TEXT_DATA
136063	TEXT_DATA
42247	TEXT_DATA
43103	TEXT_DATA
123555	TEXT_DATA
386978	TEXT_DATA
129653	TEXT_DATA
